name,department,title_1,title_2,title_3,title_4,title_5,website,biography,headshot,faculty_page,areas_of_expertise_1,areas_of_expertise_2,areas_of_expertise_3,areas_of_expertise_4,areas_of_expertise_5,areas_of_expertise_6,areas_of_expertise_7,areas_of_expertise_8,areas_of_expertise_9,areas_of_expertise_10,areas_of_expertise_11,areas_of_expertise_12,areas_of_expertise_13,areas_of_expertise_14,areas_of_expertise_15,areas_of_expertise_16,areas_of_expertise_17
Malcolm J. Bowman,School of Marine and Atmospheric Sciences,Distinguished Service Professor,School of Marine and Atmospheric Sciences,School of Marine and Atmospheric Sciences,,,http://www.somas.stonybrook.edu/people/bowman.html,"Malcolm Bowman’s research focuses on modeling dynamics of coastal fronts, eddies, island wakes and sea straits. He leads the Stony Brook Storm Surge Research Group, focusing on prediction and modeling of storm surges that threaten the NY– NJ Metropolitan area, northern NJ, and Long Island. The group studies regional methodologies that transcend geographical and political boundaries to protect critical infrastructure and population centers from extreme weather events and coastal flooding in the current era of climate change and sea level rise.",https://www.stonybrook.edu/far-beyond/faculty-directory/images/BowmanMalcolm.jpg,https://www.stonybrook.edu/experts/profile/malcolm-bowman,storm surges,hurricanes,climate change,storm surge barriers,flooding,global warming,,,,,,,,,,,
Ruth B. Bottigheimer,Culture Analysis and Theory,Research Professor,Culture Analysis and Theory,College of Arts and Sciences,,,https://www.stonybrook.edu/commcms/cat/people/cat_faculty/RuthBottigheimer.html,"Ruth (Sue) B. Bottigheimer specializes in European fairy tales and British children’s literature, and has been recognized as one of America’s foremost Grimm scholars. Her research interests also include the history of illustration and the religious socialization of children through children's Bibles. Her book,  Fairy Tales: A New History, challenges the commonly accepted notion that fairy tales developed among illiterate country folk, but instead came to life in cities.  Her current research involves the Arabian Nights.",https://www.stonybrook.edu/far-beyond/faculty-directory/images/BottigheimerRuth.jpg,https://www.stonybrook.edu/experts/profile/ruth-bottigheimer,fairy tales,children’s literature,Grimm’s Fairy Tales,,,,,,,,,,,,,,
Yevgen Borodin,Computer Science,Research Assistant Professor,Computer Science,College of Arts and Sciences,,,http://www.cs.stonybrook.edu/people/faculty/YevgenBorodin,"Yevgen Borodin is one of the leading researchers in the fields of computer accessibility and assistive technology. He has invented an array of methods for improving web accessibility and usability for people with vision impairments. One of his inventions, captivoice.com, is both an app and a platform for universal access to content by English language learners (ELLs) and both Special Education and general education students, as well as anyone who wants  to listen to everything they read.",https://www.stonybrook.edu/far-beyond/faculty-directory/images/150814_Borodin-Yevgen_056.jpg,https://www.stonybrook.edu/experts/profile/yevgen-borodin,web accessibility,assistive technology,web automation,human-computer interaction,visual impairments and computers,technology for visually impaired,special education,education technology,English language learning,apps for dyslexia,,,,,,,
Henry Bokuniewicz,School of Marine and Atmospheric Sciences,Distinguished Service Professor,School of Marine and Atmospheric Sciences,,,,http://www.somas.stonybrook.edu/people/faculty/henry-bokuniewicz/,"Henry Bokuniewicz is an internationally recognized expert on beach erosion, dredging, coastal groundwater issues, and pollution in the coastal ocean. He is involved with monitoring programs for ocean beaches to investigate shoreline changes, beach dynamics, and responses to storms. He also applies his research to practical problems of groundwater seepage at the sea floor, the dispersion of contaminants, dredging, and the disposal of the dredged sediments and marine mining.",https://www.stonybrook.edu/far-beyond/faculty-directory/images/BokuniewiczHenry.jpg,https://www.stonybrook.edu/experts/profile/henry-bokuniewicz,coastal processes,coastal groundwater hydrology,groundwater discharge,rip currents,coastal erosion,dredging,marine mining,coastal zone,ocean beaches,shoreline changes,storm effects,,,,,,
Pamela Block,Occupational Therapy,"Associate Professor, Associate Dean for Research",Occupational Therapy,School of Health Technology and Management,,,http://pamelablock.blogspot.com/,"Pamela Block researches disability and autistic experience on individual, family, organizational, and community levels, focusing on socio-environmental barriers, empowerment/capacity-building, community formation, and health promotion. Most recently, she has been involved in supporting disability social entrepreneurship through organizations such as EmpowerSCI – a nonprofit providing independent living skills and secondary rehabilitation to individuals with recent spinal cord injury, and VENTure – a policy and technology think tank on issues of concern to people who use ventilators. Read bio",https://www.stonybrook.edu/far-beyond/faculty-directory/images/PamelaBlock.JPG,https://www.stonybrook.edu/experts/profile/pamela-block,disability studies,spinal cord injury,autism,intellectual and developmental disability,,,,,,,,,,,,,
Michele H. Bogart,Art,Professor,Art,College of Arts and Sciences,,,http://art.stonybrook.edu/faculty/michele-h-bogart/,"Michele Bogart’s areas of expertise are urban design and commercial culture. She has published on public art, memorials, animation, landscape and garden history, photography, illustration, and advertising.  Bogart is presently completing a book-length study on public sculpture in New York City from the period spanning Cold War and culture wars, and is beginning exploration of the paintings of Nicolas Poussin.",https://www.stonybrook.edu/far-beyond/faculty-directory/images/bogart.jpg,https://www.stonybrook.edu/experts/profile/michele-bogart,Confederate Statues,urban design,public art,public sculpture,memorials,commercial culture,sculpture in New York City,art history,,,,,,,,,
Joel S. Blau,School of Social Welfare,Professor,School of Social Welfare,,,,http://socialwelfare.stonybrookmedicine.edu/faculty-staff/blau,"Joel Blau’s research includes the history of social welfare, poverty, homelessness, the political economy of social welfare, and comparative social welfare. His interests also include major U.S. social programs for food, income supports, healthcare, housing, and employment policy.",https://www.stonybrook.edu/far-beyond/faculty-directory/images/BlauJoel.jpg,https://www.stonybrook.edu/experts/profile/joel-blau,homelessness,poverty,social welfare,social welfare policy,housing,food programs,,,,,,,,,,,
David E. Black,School of Marine and Atmospheric Sciences,Associate Professor,School of Marine and Atmospheric Sciences,School of Marine and Atmospheric Sciences,,,,"David Black's research focuses on creating records of past climate variability to enhance the ability to detect and predict human influences on global climate change. These studies use the ecology and chemistry of marine fossils, ocean sediments, and cave deposits to better understand the natural ranges and rates of change in surface temperature, continental precipitation, ocean circulation, and atmospheric circulation through time.",https://www.stonybrook.edu/far-beyond/faculty-directory/images/BlackDavid2.jpg,https://www.stonybrook.edu/experts/profile/david-black,volcanoes,climate change,marine geology,paleoceanography,paleoclimatology,global warming,,,,,,,,,,,
LeManuel “Lee” Bitsóí,Office of the President,Chief Diversity Officer,Office of the President,,,,https://www.stonybrook.edu/commcms/cdo/about/people.php,"Lee Bitsóí, proud member of the Navajo Nation, brings a distinguished background of more than 20 years in academia, working in leadership roles related to student diversity and recruitment at Harvard, Dartmouth, and most recently, Rush University Medical Center in Chicago. Dr. Bitsóí is also active nationally in the STEM diversity movement and recently represented the Society for Advancement of Chicanos/Hispanics & Native Americans in Science as a key speaker at the Chicago March for Science.  In addition to diversity, equity and inclusion, his research portfolio includes bioethics, critical ethnography and intergenerational trauma.",https://www.stonybrook.edu/far-beyond/faculty-directory/images/leebitsoi.jpg,https://www.stonybrook.edu/experts/profile/Bitsoi-Lee,diversity,equity and inclusion,academia,institutional culture,STEM diversity movement,indigenous studies,,,,,,,,,,,
H. Reşit Akçakaya,Ecology and Evolution,Professor,Ecology and Evolution,College of Arts and Sciences,,,http://life.bio.sunysb.edu/~akcakaya/,"Reşit Akçakaya is an ecologist and conservation biologist with expertise in species extinction risks. His current research focuses on assessing the vulnerability of species to extinction due to climate change, and evaluating different approaches to species conservation.  He chairs a committee of IUCN (International Union for Conservation of Nature) that develops guidelines for the global 'Red List' of threatened species, and evaluates petitions against the assessment of species as threatened.",https://www.stonybrook.edu/far-beyond/faculty-directory/images/hresitakcakaya.jpg,https://www.stonybrook.edu/experts/profile/h-resit-akcakaya,climate change,species extinction,species conservation,threatened and endangered species,conservation biology,ecology,,,,,,,,,,,
